DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Adilabad,1992,3.61,3.419,5.802,8.801,21.503,73.469,76.323,63.887,44.998,16.932,8.342,2.656,325.132,28.08,24.87,183.19,0.046,NO
Udaipur,2018,8.703,10.607,19.582,26.841,65.095,187.285,180.301,176.027,117.056,52.128,27.175,7.451,862.228,23.32,52.94,483.17,0.231,NO
Surat,2018,10.547,10.531,21.689,31.148,82.833,203.341,250.913,194.313,120.894,51.281,30.298,10.758,997.728,23.36,75.75,396.63,0.371,NO
Hyderabad,2023,8.904,11.079,23.625,34.644,68.605,236.539,282.173,241.799,142.545,57.98,33.706,11.553,1123.141,26.87,68.62,465.75,0.352,NO
Amravati,2023,9.108,10.029,23.002,23.707,45.547,167.722,200.503,191.96,122.092,47.876,25.726,9.502,885.335,25.78,74.66,441.03,0.339,YES
Patna,2017,9.733,9.256,18.315,25.737,53.349,192.607,253.731,149.661,112.121,39.913,27.251,7.464,867.866,29.21,52.59,214.57,0.267,NO
Vellore,2002,13.05,12.623,26.213,38.667,86.32,261.194,289.147,256.045,137.237,64.31,35.622,12.697,1210.544,22.91,70.72,66.11,0.432,YES
Bharatpur,2004,18.431,18.468,37.104,49.35,144.328,381.274,413.235,358.91,214.074,98.671,55.735,20.697,1897.58,20.7,84.9,1338.9,0.449,NO
Suryapet,2012,17.034,20.185,40.063,55.599,138.871,385.497,542.083,390.206,258.564,104.798,50.809,19.185,1934.602,23.63,86.89,932.03,0.52,YES
Kolkata,2015,33.702,31.873,62.737,94.681,231.005,598.18,755.558,674.454,381.134,152.825,93.678,32.706,3111.328,32.14,78.72,70.71,0.816,YES
Allahabad,1993,4.235,4.31,7.03,13.038,29.311,92.656,105.527,97.428,54.023,19.633,11.156,4.207,424.239,27.09,40.21,340.04,0.113,NO
Delhi,2015,4.94,4.09,9.802,14.293,35.179,118.406,102.596,107.838,61.989,23.408,14.815,5.377,492.647,28.62,44.12,164.58,0.167,NO
Madurai,1998,19.872,15.848,40.74,63.217,131.887,427.022,537.654,444.391,259.499,123.279,65.835,19.988,1965.348,18.13,75.74,695.08,0.507,NO
Mumbai,1994,23.238,21.797,41.959,57.823,148.801,468.82,494.715,448.316,249.497,108.131,64.517,22.046,2151.397,25.41,73.45,19.36,0.623,NO
Asansol,2021,23.024,17.822,37.456,55.19,111.956,408.095,431.035,427.26,207.995,97.576,66.107,19.647,1868.715,22.01,70.41,991.27,0.425,YES
Chennai,2009,23.761,22.993,39.453,72.884,151.68,503.049,603.864,509.437,267.996,119.496,79.576,25.95,2508.879,24.63,85.56,7.64,0.745,YES
Noida,2000,13.915,18.336,30.389,43.112,116.104,421.184,409.857,342.526,217.463,77.426,52.439,15.558,1694.325,34.64,54.42,352.88,0.408,NO
Mahbubnagar,2004,10.825,10.665,21.147,31.286,86.205,209.864,269.878,212.564,110.684,47.309,27.417,9.448,1024.967,26.93,60.73,360.0,0.313,YES
Muzaffarpur,2021,28.127,29.03,57.99,94.005,235.404,660.286,761.308,543.336,392.839,139.981,92.745,30.461,2962.776,27.46,82.38,61.84,0.806,NO
Gorakhpur,2017,18.315,19.412,43.082,60.53,185.199,391.554,460.606,412.782,237.955,84.877,66.605,22.521,2048.983,26.04,84.96,324.04,0.615,YES
Arrah,2011,7.716,7.336,14.025,21.694,49.151,133.164,205.093,160.156,90.935,34.027,22.573,6.939,710.86,20.75,66.04,478.52,0.263,NO
Mumbai,2006,18.283,18.774,39.268,54.153,129.802,425.636,391.426,414.343,222.686,89.696,54.706,18.826,1880.47,25.67,84.66,53.83,0.62,YES
Jorhat,2015,28.401,26.444,49.42,83.35,180.17,547.157,667.34,464.567,329.687,108.575,77.183,23.364,2598.806,24.24,82.16,36.49,0.742,YES
Muzaffarpur,1996,24.106,30.769,65.063,89.805,237.207,600.619,764.047,549.996,381.331,158.215,86.323,26.179,3002.934,27.93,81.45,69.49,0.809,YES
Darbhanga,2015,9.119,11.8,18.94,37.056,69.156,208.0,343.879,204.3,116.235,51.781,27.28,10.417,1071.979,23.44,68.73,395.48,0.353,NO
Suryapet,2014,10.271,11.21,21.434,31.037,86.726,216.181,291.514,222.116,139.452,56.836,33.144,10.819,1019.713,20.79,36.72,128.15,0.235,NO
Hubballi,1999,10.67,8.745,17.216,23.42,68.438,207.383,208.102,172.336,127.541,49.674,29.683,9.675,928.978,21.26,67.06,292.58,0.333,YES
Chennai,2008,19.286,16.641,41.742,71.713,142.057,349.019,482.738,431.522,261.724,113.866,65.381,15.768,1970.416,28.99,69.62,32.01,0.571,NO
Durgapur,2000,15.465,12.938,32.155,48.676,97.145,293.283,353.66,327.187,179.992,70.737,48.917,16.04,1511.844,21.9,70.87,832.37,0.384,YES
Jodhpur,2002,2.777,2.171,4.835,8.223,14.979,42.939,59.454,55.3,30.833,13.483,6.942,2.311,256.653,24.48,53.96,252.32,0.156,YES
Bhagalpur,1997,8.25,7.55,12.928,17.43,43.561,129.544,158.068,144.36,92.745,35.885,20.738,7.491,724.238,25.23,58.36,169.41,0.273,YES
Amravati,1993,15.866,13.607,33.51,51.2,128.789,358.702,387.571,321.313,197.758,83.864,56.628,16.313,1642.198,18.76,74.44,1222.05,0.37,NO
Ajmer,2020,26.641,31.594,63.052,91.9,165.184,566.622,686.149,586.616,307.877,152.043,87.327,30.564,2810.406,26.03,81.2,22.25,0.779,YES
Gaya,2017,21.483,23.835,50.101,51.9,173.377,447.652,579.12,522.562,309.052,109.376,57.902,23.042,2321.973,32.83,89.28,86.22,0.717,YES
Arrah,2000,11.77,12.038,16.826,33.824,77.914,229.208,266.325,175.122,121.82,48.303,28.617,11.473,1063.906,25.79,38.32,202.2,0.24,NO
Erode,1990,10.162,10.745,22.86,25.664,83.969,243.7,212.555,221.083,148.737,44.472,27.377,11.179,1033.807,26.67,52.78,644.25,0.24,NO
Kolkata,2013,28.234,27.585,52.641,82.246,141.436,475.149,667.344,425.987,319.406,134.749,75.018,25.164,2699.62,30.05,86.97,74.41,0.777,YES
Khammam,2020,18.679,19.851,43.224,65.269,160.986,410.664,545.36,356.665,255.535,101.981,65.708,20.272,2086.074,28.25,78.74,44.24,0.632,YES
Jorhat,2015,12.172,11.607,27.845,35.617,105.043,219.786,353.234,197.906,149.207,59.522,39.611,13.681,1264.798,25.92,58.04,157.36,0.372,NO
Salem,1994,23.118,18.341,35.89,63.241,133.756,362.817,462.709,359.897,193.655,111.995,60.952,16.251,1937.129,30.48,83.42,65.62,0.623,YES
Noida,2009,10.212,9.038,17.385,28.053,59.457,154.244,210.045,176.31,96.976,46.661,30.05,8.556,888.047,23.68,47.55,452.14,0.216,YES
Bikaner,2000,3.831,4.886,9.092,14.587,33.99,90.814,107.233,99.496,55.045,29.175,15.273,4.604,496.864,28.19,53.83,262.22,0.198,YES
Rangareddy,2022,11.336,11.72,24.034,37.902,92.84,236.317,311.052,248.157,144.215,58.266,36.206,11.123,1190.036,22.02,56.34,213.22,0.343,NO
Pune,2016,11.923,15.39,27.477,41.447,92.1,282.365,330.159,228.159,152.752,71.26,37.95,10.984,1344.827,31.65,58.35,514.02,0.34,YES
Kolhapur,2023,19.708,16.79,39.356,68.133,124.054,432.395,594.648,457.777,238.103,92.229,61.978,20.687,2030.409,21.67,68.49,1116.46,0.429,NO
Kanpur,2004,7.78,7.16,14.821,19.429,53.556,124.297,166.921,151.038,96.522,38.055,21.302,7.107,712.387,30.93,50.05,134.95,0.238,NO
Ahmedabad,2021,3.415,3.617,6.073,13.138,32.121,60.529,80.438,85.36,41.538,21.383,12.118,3.636,375.624,36.23,41.84,421.59,0.1,NO
Nizamabad,2010,14.202,12.928,25.812,40.986,98.026,285.531,400.796,268.981,175.843,73.087,41.594,12.291,1297.593,21.1,62.76,397.9,0.367,NO
Ahmedabad,1994,7.244,6.819,11.373,21.569,38.265,139.015,154.189,132.691,67.415,30.277,18.559,6.429,652.799,29.67,41.28,240.79,0.173,NO
Shivamogga,1995,1.322,1.454,2.945,4.028,9.878,29.606,27.252,29.355,15.785,5.156,4.052,1.264,140.559,24.06,44.57,151.65,0.106,YES
Darjeeling,2011,16.525,18.148,37.626,58.724,137.764,310.828,485.914,304.351,230.077,91.644,52.904,15.802,1733.861,15.78,70.52,985.84,0.402,NO
Katihar,2007,12.883,10.346,22.958,34.75,66.862,233.53,256.121,263.256,175.391,53.304,33.159,11.696,1150.509,30.51,56.52,177.97,0.342,NO
Patna,2003,6.916,10.143,16.868,25.09,65.186,175.71,221.369,188.927,103.23,38.664,29.333,8.201,871.147,32.76,51.43,327.77,0.247,NO
Muzaffarpur,1999,13.96,15.083,25.634,45.286,112.976,341.434,395.842,326.489,165.596,79.797,43.382,16.452,1474.252,18.75,67.08,1219.26,0.307,NO
Tiruchirappalli,2002,24.592,26.966,49.47,67.423,171.072,470.748,687.507,420.829,243.115,125.269,70.666,21.554,2434.253,18.77,89.01,227.15,0.717,NO
Salem,2020,18.269,18.821,41.171,44.809,130.712,426.841,531.385,370.05,206.997,89.195,49.583,17.524,1833.312,18.68,76.47,484.28,0.515,NO
Jaipur,2019,5.248,5.453,11.304,15.45,35.781,113.28,125.723,111.429,52.168,27.254,18.924,4.725,520.761,36.75,24.1,108.94,0.089,NO
Gaya,1992,7.692,7.194,14.632,21.534,44.101,117.012,176.168,132.898,69.492,32.111,18.055,8.018,672.751,23.66,58.83,74.28,0.279,NO
Barpeta,2019,9.182,7.641,17.788,22.464,48.506,157.552,208.538,175.863,110.47,40.83,27.119,7.116,846.91,32.66,69.85,176.02,0.347,NO
Bareilly,1995,24.547,18.063,40.703,59.702,128.322,442.35,626.582,350.505,198.016,97.679,62.715,23.05,2140.864,28.14,71.65,94.22,0.603,YES
Karimnagar,2018,27.909,23.912,66.155,79.903,218.151,519.583,719.458,607.177,321.673,152.807,84.794,27.977,2931.59,26.54,82.8,84.24,0.8,YES
Murshidabad,1997,12.96,11.661,23.624,36.273,83.371,233.266,316.464,204.12,137.141,54.564,34.261,10.475,1126.158,27.07,59.38,206.94,0.346,NO
Vellore,2022,7.182,9.26,21.284,28.489,65.22,175.846,211.02,169.834,101.771,40.091,21.464,8.744,857.359,33.56,42.23,382.93,0.195,YES
Jorhat,2006,11.084,12.7,24.489,27.255,93.486,216.258,274.741,189.78,140.461,59.35,40.066,12.371,1140.125,26.65,53.62,127.43,0.333,NO
Coimbatore,2000,22.778,19.734,45.208,79.47,161.228,427.241,609.794,463.669,274.692,110.955,72.742,26.446,2398.592,27.41,78.91,108.69,0.681,NO
Erode,2002,19.665,15.099,43.209,60.327,134.903,389.947,494.922,388.628,202.866,98.264,57.025,19.485,1870.347,21.6,64.72,921.29,0.409,NO
Thanjavur,2000,5.005,5.928,10.09,15.957,35.513,96.23,143.179,101.538,65.074,23.009,13.119,6.269,534.465,29.07,37.33,0.0,0.166,NO
Meerut,2020,6.524,5.29,11.774,16.138,42.044,100.426,124.186,112.852,70.148,26.186,14.688,6.339,563.04,25.49,47.29,423.26,0.159,NO
Murshidabad,2017,10.25,10.261,24.148,39.476,77.709,233.893,238.142,230.695,140.011,48.6,30.523,12.064,1074.913,25.71,62.36,255.05,0.344,NO
Jaipur,1995,5.476,6.434,11.285,16.845,43.27,135.751,150.078,114.6,76.138,31.919,17.798,5.845,563.157,33.48,49.32,403.4,0.171,NO
Lucknow,2005,14.061,11.26,23.528,40.368,84.892,263.746,335.173,236.985,167.077,53.195,38.151,11.126,1313.952,27.76,53.26,437.63,0.321,NO
Agra,1993,19.28,21.827,36.887,47.671,136.186,365.346,498.123,389.048,243.256,111.289,57.512,20.094,1992.169,16.14,83.63,1118.26,0.49,YES
Murshidabad,2024,4.349,4.949,9.13,14.184,33.854,72.414,121.208,93.313,50.298,25.369,14.815,4.409,449.465,33.19,43.56,16.4,0.177,YES
Raichur,2015,7.736,9.699,17.562,22.841,72.257,224.894,241.586,200.16,132.78,49.643,27.483,7.581,975.512,28.04,55.62,316.33,0.287,NO
Allahabad,2001,14.141,13.622,28.576,29.625,110.535,240.833,362.6,211.828,144.748,61.82,35.218,12.0,1307.543,26.5,57.6,65.99,0.391,YES
Surat,2000,6.006,4.993,12.538,17.143,28.928,99.835,124.226,93.587,69.589,28.071,18.851,4.932,516.863,34.33,48.48,166.83,0.191,NO
Jorhat,2014,9.462,8.746,17.408,29.401,77.423,199.151,246.513,180.232,118.0,50.664,24.86,9.103,906.495,29.67,62.84,324.3,0.306,NO
Guwahati,2007,8.149,7.889,18.5,24.672,61.75,176.57,204.876,143.928,97.522,44.335,26.031,6.779,842.215,29.53,55.32,499.35,0.236,NO
Murshidabad,2008,28.209,24.648,55.173,84.655,191.235,620.063,717.493,498.179,302.101,129.479,75.525,27.056,2609.215,22.75,84.66,31.9,0.756,NO
Jaipur,2012,3.296,4.232,7.466,12.662,22.944,65.58,102.975,69.541,40.165,20.752,10.247,3.711,371.771,32.57,42.81,415.36,0.105,YES
Mumbai,2007,28.507,32.423,61.644,98.657,185.68,617.315,760.377,557.638,324.212,149.382,87.787,33.695,3013.918,27.12,83.38,3.92,0.828,YES
Jamnagar,2015,22.57,19.418,40.626,65.967,155.529,466.537,517.891,423.613,205.649,92.671,68.245,18.572,2084.873,29.01,86.79,25.56,0.67,YES
Mysuru,1995,18.675,24.159,43.097,61.953,133.813,382.645,535.808,442.346,302.695,110.678,65.144,21.785,2243.42,17.19,70.9,1071.36,0.485,YES
Rajkot,1993,3.542,4.348,9.725,13.836,34.488,101.337,95.499,85.496,60.375,23.101,13.511,5.045,457.215,33.67,41.05,0.0,0.169,NO
Gorakhpur,2018,3.117,3.137,6.23,8.805,23.169,68.919,75.787,66.972,38.19,16.795,11.621,3.414,338.489,34.27,33.76,81.99,0.103,NO
Patna,2023,10.584,12.607,19.883,33.344,69.416,225.917,238.134,202.445,118.623,46.9,24.738,10.9,1047.294,25.61,50.52,369.95,0.269,NO
Purnia,2006,14.177,14.73,29.89,38.764,101.821,248.714,361.125,348.186,171.917,67.017,43.196,17.516,1514.088,14.91,80.31,1372.98,0.353,NO
Varanasi,2005,9.633,8.523,16.489,29.032,76.343,210.615,279.829,214.384,121.167,37.113,34.448,8.617,1008.593,28.14,66.55,153.74,0.364,NO
Dibrugarh,1991,27.933,20.95,42.088,64.443,159.046,391.591,517.054,496.204,308.791,100.91,70.34,21.502,2268.983,28.61,70.76,34.14,0.631,YES
Warangal,2023,12.983,11.253,26.533,36.594,82.279,246.331,353.709,244.917,152.58,62.369,37.437,13.868,1236.268,18.33,49.7,375.67,0.3,NO
Dindigul,1997,11.203,8.935,21.819,36.028,70.708,224.516,187.055,186.854,153.824,55.656,31.703,12.245,1034.187,25.99,73.76,40.3,0.417,NO
Vellore,2002,17.997,22.816,37.02,61.313,118.694,389.387,573.147,384.245,254.931,96.303,63.354,21.754,2024.6,30.45,75.73,44.55,0.607,NO
Murshidabad,1997,3.826,3.749,7.879,11.791,22.916,84.838,106.527,67.34,53.386,19.702,12.718,4.003,410.445,21.04,42.3,176.47,0.142,NO
Malda,2019,28.727,28.146,60.524,83.475,209.422,635.67,689.791,541.74,352.62,110.435,76.164,25.291,2781.979,28.18,80.18,102.94,0.758,YES
Vadodara,2021,13.948,13.416,29.788,44.444,74.379,219.769,331.72,223.461,127.331,61.212,31.385,11.859,1321.773,26.89,61.54,380.26,0.368,NO
Dindigul,2019,19.135,16.996,41.079,50.548,131.966,338.367,436.954,343.268,226.293,95.792,64.641,17.891,1786.418,20.69,63.26,1007.52,0.376,YES
Belagavi,1990,7.794,6.63,15.794,22.223,37.953,134.941,146.419,136.868,91.387,35.841,23.533,5.654,738.901,25.07,61.54,415.21,0.257,NO
Suryapet,2006,7.212,6.743,11.497,19.694,56.161,150.907,192.127,128.819,87.948,37.217,17.682,7.43,658.105,30.61,20.0,222.06,0.08,NO
Chitradurga,2009,22.241,18.749,40.579,68.496,139.896,437.55,478.851,358.013,212.296,97.682,62.948,16.569,2010.169,19.37,69.71,627.04,0.498,YES
Kalaburagi,2013,26.142,24.26,46.092,71.123,143.499,373.692,570.45,484.167,250.047,99.25,62.195,22.974,2191.962,19.18,72.08,1287.61,0.452,YES
Mumbai,2011,27.736,30.896,54.657,71.944,177.68,468.425,726.412,464.868,296.177,137.101,91.003,33.633,2616.084,29.42,71.81,75.76,0.693,YES
Bharatpur,2018,19.846,24.379,45.73,67.039,155.885,401.761,668.438,362.972,270.952,131.746,70.314,21.381,2291.761,35.68,83.27,40.4,0.69,YES
Durgapur,2011,25.363,29.448,52.48,80.942,201.262,591.707,638.923,467.422,292.237,154.028,81.759,23.686,2706.755,27.85,75.39,55.99,0.729,YES
Tezpur,1998,9.806,12.075,21.819,27.013,67.366,241.255,255.042,261.63,154.651,62.135,34.064,11.933,1081.582,23.24,76.7,592.92,0.364,YES
Surat,1999,8.515,8.537,15.07,25.574,52.336,171.363,188.145,156.382,76.501,39.463,23.84,8.298,856.282,25.48,64.04,331.18,0.301,NO
Rajkot,2017,5.929,5.27,11.579,17.434,42.315,96.36,116.794,104.725,56.949,25.881,14.385,4.652,529.796,29.64,42.47,179.51,0.164,NO
Rangareddy,2017,18.034,20.663,33.958,53.693,122.697,347.097,497.586,338.664,146.285,79.435,52.802,17.229,1741.492,18.02,80.82,597.86,0.503,NO
Patna,2010,11.587,11.254,23.922,42.888,80.303,288.488,310.455,221.278,154.643,44.858,35.522,12.474,1185.884,23.34,43.17,165.12,0.289,NO
Jorhat,2013,6.043,6.104,12.308,17.726,43.07,108.336,160.325,109.481,76.822,28.632,17.59,6.244,573.801,26.6,46.75,209.58,0.187,NO
Nagpur,1991,8.481,7.401,15.061,16.401,47.112,125.145,176.806,137.575,81.453,33.046,23.275,6.051,737.102,23.73,47.32,205.9,0.22,YES
Mumbai,1997,18.166,20.458,44.735,55.481,157.724,296.4,509.866,420.289,220.501,88.597,61.946,20.318,2039.031,28.22,84.05,67.95,0.644,YES
Solapur,2016,16.292,17.219,33.327,59.845,132.553,361.483,526.917,391.307,239.234,102.67,52.362,15.571,1773.057,19.72,71.3,831.53,0.433,NO
Vellore,2011,4.149,5.422,9.122,19.692,32.368,90.736,136.048,109.048,71.478,24.616,16.905,4.967,504.923,34.55,23.84,486.88,0.033,NO
Darbhanga,2016,21.39,19.85,48.33,74.647,125.088,457.462,459.905,452.798,283.312,91.66,53.412,19.279,2028.293,13.86,63.97,1092.81,0.411,YES
Nashik,2018,12.601,11.82,22.006,36.291,76.677,228.639,297.455,236.441,158.288,49.634,37.055,10.222,1128.326,25.3,59.91,63.07,0.369,NO
Warangal,1992,13.094,13.429,26.138,35.434,91.221,280.367,336.59,313.126,161.995,68.335,41.687,13.465,1364.671,23.7,63.35,328.4,0.391,NO
Akola,2002,17.391,15.739,29.326,49.438,120.659,337.382,378.085,337.294,212.7,84.672,46.26,16.726,1659.842,16.36,62.41,851.92,0.37,NO
Ajmer,1999,26.802,20.526,50.825,53.299,151.58,438.344,634.466,539.252,305.412,120.373,76.011,19.805,2290.286,25.53,70.62,71.52,0.629,YES
Varanasi,1998,23.052,18.829,39.193,65.994,129.82,475.094,529.095,368.138,292.262,103.022,62.443,20.694,2116.074,22.51,77.79,50.16,0.632,YES
Nizamabad,2016,8.41,13.367,23.814,36.166,88.774,230.497,263.551,215.365,154.923,59.297,39.204,13.277,1187.352,25.36,75.92,362.21,0.411,NO
Junagadh,2023,5.479,5.665,9.349,16.007,33.582,89.638,131.614,108.244,58.313,25.283,16.159,4.725,503.263,30.01,39.51,471.29,0.106,NO
Gorakhpur,1990,19.011,15.991,36.605,46.378,139.668,375.8,528.035,318.848,225.074,87.757,45.021,17.78,1758.559,23.79,81.05,43.63,0.582,YES
Darbhanga,2021,19.665,22.272,35.336,58.468,134.242,365.656,460.5,399.909,221.031,90.844,52.992,15.813,1860.65,19.82,53.81,1294.48,0.307,YES
Surat,2014,5.903,5.12,12.129,18.239,46.856,112.779,142.536,114.589,66.473,30.18,16.063,5.697,539.896,30.31,71.95,310.71,0.281,NO
Warangal,2018,9.534,8.375,20.713,20.966,71.181,213.744,255.148,177.568,133.556,56.941,30.842,11.427,963.913,22.31,48.89,346.81,0.25,NO
Nadia,1996,31.738,24.506,47.602,84.398,128.314,512.13,611.519,513.828,275.675,128.935,83.32,30.706,2618.662,28.28,80.43,1.65,0.743,NO
Kolhapur,1992,21.062,16.549,40.501,68.923,137.915,429.962,563.979,409.318,250.093,106.527,57.848,19.708,2011.906,28.15,70.67,73.33,0.578,NO
Vadodara,2009,20.911,21.811,49.565,72.477,142.276,414.84,539.681,393.823,282.124,107.45,72.318,25.252,2292.31,19.42,78.22,203.82,0.645,YES
Solapur,2009,15.938,17.945,32.365,46.871,141.281,390.9,451.442,346.436,204.851,97.393,56.09,17.425,1914.078,22.35,70.13,1683.13,0.338,YES
Tinsukia,2019,2.437,2.406,4.225,6.686,17.786,50.291,54.649,54.563,27.581,12.62,6.281,2.304,233.945,34.18,47.25,69.57,0.146,YES
Arrah,2024,9.071,8.334,19.886,28.973,77.39,188.172,256.341,191.601,108.163,53.953,28.116,9.552,998.526,30.36,56.93,594.37,0.259,NO
Nagaon,2024,23.465,22.131,55.667,79.089,203.503,559.641,582.799,532.709,318.389,146.595,89.73,22.023,2662.688,25.41,82.32,52.51,0.752,YES
Bareilly,2016,22.806,22.529,37.761,61.364,113.586,408.899,459.777,432.373,256.77,101.775,62.857,18.925,2054.827,27.43,85.18,76.22,0.651,NO
Gorakhpur,2015,17.389,23.745,43.218,59.572,134.269,486.214,572.032,380.855,212.381,98.518,56.58,17.744,1960.089,14.08,63.63,1204.47,0.382,NO
Katihar,2003,36.076,33.387,60.863,91.164,222.351,603.637,747.69,764.781,345.968,123.54,101.398,35.265,3172.37,30.05,88.27,79.16,0.869,YES
Udaipur,2006,8.518,7.037,16.55,23.887,66.576,153.602,214.561,177.815,92.036,39.45,26.258,5.872,838.908,29.39,52.74,4.34,0.291,NO
Muzaffarpur,2007,12.579,9.951,22.24,28.721,87.715,221.433,282.698,233.808,147.332,49.163,32.318,12.469,1107.11,30.44,64.43,203.55,0.366,NO
Nagaon,2018,24.7,29.366,52.734,74.217,193.38,508.747,700.77,491.938,336.572,134.823,74.879,21.125,2583.439,33.58,75.51,62.21,0.706,NO
Patna,2009,13.015,13.756,25.319,28.898,96.854,258.302,329.701,246.438,120.253,65.709,36.444,11.513,1242.072,30.27,61.17,307.82,0.362,YES
Junagadh,2016,28.846,26.011,50.205,67.336,154.964,515.95,491.595,518.354,312.829,139.712,80.93,27.365,2456.463,29.61,78.07,37.96,0.697,NO
Surat,2007,6.895,6.258,14.924,22.975,56.524,168.469,161.985,159.232,68.252,37.675,23.539,6.214,733.321,26.4,79.7,328.79,0.349,NO
Solapur,1993,13.025,10.955,23.555,39.943,83.097,237.042,316.302,264.78,147.11,70.998,35.547,13.772,1226.046,36.4,52.1,266.91,0.323,NO
Nizamabad,1990,22.082,22.38,37.074,70.565,148.559,516.401,537.755,418.573,238.715,104.905,71.792,22.613,2097.096,28.79,87.97,116.25,0.666,YES
Khammam,1990,24.117,25.431,44.78,66.632,153.704,514.826,649.389,431.106,262.136,115.542,63.09,23.978,2342.658,27.23,66.84,1537.12,0.421,NO
Jamnagar,2015,6.68,6.056,12.882,15.209,38.83,94.666,145.118,142.314,82.505,30.334,17.665,6.122,584.115,27.27,60.93,348.44,0.235,YES
Bareilly,2009,7.501,8.71,13.359,18.987,57.458,210.423,247.989,189.526,102.21,49.143,24.202,7.496,850.277,24.75,69.72,571.1,0.293,NO
Bharatpur,2012,20.109,17.9,52.318,67.452,136.284,423.141,527.267,487.716,313.19,118.201,68.727,22.007,2132.595,22.28,71.97,1196.4,0.453,YES
Warangal,1999,10.093,10.069,20.181,29.339,66.707,178.387,243.57,173.374,112.98,49.336,30.709,10.219,997.703,13.98,58.22,159.87,0.324,NO
Asansol,2000,9.914,9.833,22.281,33.038,63.583,206.292,232.018,157.35,120.896,44.74,26.415,8.895,944.649,25.04,61.54,258.11,0.316,NO
Belagavi,1994,3.678,4.708,6.998,11.753,23.148,73.752,86.401,83.684,40.469,22.74,10.367,3.565,397.87,34.79,45.01,235.24,0.144,NO
Sivasagar,1990,13.2,14.688,23.651,39.301,77.517,234.677,305.779,226.84,165.307,66.786,35.124,9.333,1236.546,18.86,78.22,1060.82,0.335,YES
Adilabad,2006,5.478,6.65,11.666,19.533,48.175,125.3,164.354,111.408,79.124,28.908,16.361,7.156,590.659,30.0,46.16,67.41,0.207,YES
Muzaffarpur,2011,18.45,17.17,38.547,49.441,113.163,361.992,395.628,352.207,192.749,101.499,64.805,15.918,1848.749,23.26,74.98,60.71,0.569,YES
Meerut,2023,26.479,23.487,44.714,55.509,127.709,434.963,536.249,423.669,263.197,101.337,64.014,21.817,2182.682,26.78,77.33,16.4,0.647,YES
Mangaluru,2018,33.604,20.664,55.469,80.871,187.502,554.219,800.802,553.089,272.831,138.459,78.913,25.083,2673.138,25.53,81.38,108.27,0.743,YES
Bhavnagar,1993,4.328,4.199,8.305,12.617,26.248,91.072,104.762,87.228,46.575,18.867,12.273,4.237,424.899,33.01,34.19,277.96,0.094,NO
Darbhanga,1994,9.966,10.482,16.311,37.426,67.176,183.772,289.532,183.687,127.233,45.921,30.231,10.09,1039.288,29.23,54.68,271.45,0.3,NO
Jalpaiguri,2000,6.443,7.575,15.906,19.298,49.398,120.925,175.986,150.754,84.531,32.856,20.362,6.63,696.576,22.82,65.27,309.58,0.28,YES
Kanpur,2010,16.597,15.848,34.496,44.761,85.596,375.222,421.396,343.106,188.214,81.125,45.442,18.951,1695.462,17.16,76.92,1690.27,0.328,NO
Kolhapur,2024,4.982,4.435,11.199,17.521,36.045,120.739,134.987,103.588,62.362,27.534,17.431,5.518,524.508,36.24,42.04,50.51,0.179,NO
Ajmer,2001,3.666,3.598,7.647,10.035,21.237,72.781,80.281,60.789,49.814,12.505,11.388,3.189,357.279,24.73,55.14,152.03,0.194,NO
